Judet,UAT,Localitate,Siruta,"Nr sectie de votare","Nume sectie de votare",Mediu,"Înscriși pe liste permanente",LP,LS,LSC,UM,LT,"Barbati 18-24","Barbati 25-34","Barbati 35-44","Barbati 45-64","Barbati 65+","Femei 18-24","Femei 25-34","Femei 35-44","Femei 45-64","Femei 65+","Barbati 18","Barbati 19","Barbati 20","Barbati 21","Barbati 22","Barbati 23","Barbati 24","Barbati 25","Barbati 26","Barbati 27","Barbati 28","Barbati 29","Barbati 30","Barbati 31","Barbati 32","Barbati 33","Barbati 34","Barbati 35","Barbati 36","Barbati 37","Barbati 38","Barbati 39","Barbati 40","Barbati 41","Barbati 42","Barbati 43","Barbati 44","Barbati 45","Barbati 46","Barbati 47","Barbati 48","Barbati 49","Barbati 50","Barbati 51","Barbati 52","Barbati 53","Barbati 54","Barbati 55","Barbati 56","Barbati 57","Barbati 58","Barbati 59","Barbati 60","Barbati 61","Barbati 62","Barbati 63","Barbati 64","Barbati 65","Barbati 66","Barbati 67","Barbati 68","Barbati 69","Barbati 70","Barbati 71","Barbati 72","Barbati 73","Barbati 74","Barbati 75","Barbati 76","Barbati 77","Barbati 78","Barbati 79","Barbati 80","Barbati 81","Barbati 82","Barbati 83","Barbati 84","Barbati 85","Barbati 86","Barbati 87","Barbati 88","Barbati 89","Barbati 90","Barbati 91","Barbati 92","Barbati 93","Barbati 94","Barbati 95","Barbati 96","Barbati 97","Barbati 98","Barbati 99","Barbati 100","Barbati 101","Barbati 102","Barbati 103","Barbati 104","Barbati 105","Barbati 106","Barbati 107","Barbati 108","Barbati 109","Barbati 110","Barbati 111","Barbati 112","Barbati 113","Barbati 114","Barbati 115","Barbati 116","Barbati 117","Barbati 118","Barbati 119","Barbati 120","Femei 18","Femei 19","Femei 20","Femei 21","Femei 22","Femei 23","Femei 24","Femei 25","Femei 26","Femei 27","Femei 28","Femei 29","Femei 30","Femei 31","Femei 32","Femei 33","Femei 34","Femei 35","Femei 36","Femei 37","Femei 38","Femei 39","Femei 40","Femei 41","Femei 42","Femei 43","Femei 44","Femei 45","Femei 46","Femei 47","Femei 48","Femei 49","Femei 50","Femei 51","Femei 52","Femei 53","Femei 54","Femei 55","Femei 56","Femei 57","Femei 58","Femei 59","Femei 60","Femei 61","Femei 62","Femei 63","Femei 64","Femei 65","Femei 66","Femei 67","Femei 68","Femei 69","Femei 70","Femei 71","Femei 72","Femei 73","Femei 74","Femei 75","Femei 76","Femei 77","Femei 78","Femei 79","Femei 80","Femei 81","Femei 82","Femei 83","Femei 84","Femei 85","Femei 86","Femei 87","Femei 88","Femei 89","Femei 90","Femei 91","Femei 92","Femei 93","Femei 94","Femei 95","Femei 96","Femei 97","Femei 98","Femei 99","Femei 100","Femei 101","Femei 102","Femei 103","Femei 104","Femei 105","Femei 106","Femei 107","Femei 108","Femei 109","Femei 110","Femei 111","Femei 112","Femei 113","Femei 114","Femei 115","Femei 116","Femei 117","Femei 118","Femei 119","Femei 120"
AB,"MUNICIPIUL ALBA IULIA","ALBA IULIA",1017,22,"ŞCOALA GIMNAZIALĂ „MIHAI EMINESCU”",U,1145,549,144,0,0,693,23,35,66,108,90,24,47,58,146,96,5,4,1,3,4,3,3,2,5,2,6,1,2,4,1,5,7,5,5,6,3,3,10,11,1,13,9,5,6,9,10,5,1,8,1,6,7,7,7,7,5,4,2,5,5,2,6,6,3,4,9,6,8,6,5,7,6,5,4,6,3,2,3,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,3,2,5,3,4,2,3,10,7,8,0,3,2,8,6,9,6,8,7,2,4,4,3,9,14,7,10,6,7,7,4,3,8,10,6,6,8,4,7,8,8,9,6,8,7,7,11,9,7,7,12,9,6,5,6,2,2,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL ALBA IULIA","ALBA IULIA",1017,23,"ŞCOALA GIMNAZIALĂ „MIHAI EMINESCU”",U,1618,809,75,0,0,884,35,43,83,162,99,31,42,92,185,112,12,7,3,5,4,3,1,2,4,3,2,2,4,6,8,7,5,10,8,7,4,3,7,12,13,11,8,12,10,10,16,6,11,6,11,9,10,5,6,8,6,5,5,5,9,4,8,4,6,7,8,5,11,7,8,7,11,4,5,3,3,1,3,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,4,4,4,2,3,3,2,6,4,4,3,4,3,3,10,8,8,10,6,9,12,10,11,9,9,9,10,16,11,13,9,9,5,4,7,12,7,10,8,4,5,7,11,14,14,10,7,15,12,5,13,14,8,1,5,2,8,2,1,2,1,1,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL ALBA IULIA","ALBA IULIA",1017,24,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 13",U,996,454,44,0,0,498,16,29,50,82,51,15,23,52,102,78,2,1,1,4,2,3,3,1,4,3,4,3,2,4,3,4,1,3,2,7,7,7,4,5,5,7,3,5,3,5,5,6,2,5,2,1,9,5,5,9,1,2,4,3,2,5,3,5,6,5,6,3,3,3,3,5,5,2,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,2,7,0,2,1,2,1,1,5,3,0,6,2,4,2,5,9,3,5,7,2,5,10,5,2,4,5,5,5,6,6,5,8,3,2,10,5,5,3,8,4,5,6,3,6,8,4,5,11,4,9,4,4,4,3,5,2,1,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL ALBA IULIA","ALBA IULIA",1017,25,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 13",U,1156,555,39,0,0,594,20,29,40,97,79,29,16,50,124,110,4,4,5,4,2,0,1,2,5,1,5,3,2,4,2,2,3,7,2,7,4,1,1,3,3,5,7,3,7,5,10,8,9,2,4,4,3,3,8,6,2,3,2,8,4,3,3,5,8,8,3,9,5,8,9,2,2,3,4,4,0,2,2,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,2,5,2,4,3,1,1,1,1,1,1,2,1,4,5,1,9,6,3,4,8,4,3,7,7,7,7,8,5,8,4,5,7,3,3,8,6,5,5,5,10,7,9,5,7,5,10,16,10,9,10,8,4,6,4,3,3,2,3,0,3,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL ALBA IULIA","ALBA IULIA",1017,26,"LICEUL CU PROGRAM SPORTIV",U,1289,589,56,0,0,645,17,27,70,105,82,19,28,72,119,106,0,8,1,2,3,2,1,4,3,0,1,4,2,3,3,5,2,7,6,5,7,6,6,12,8,6,7,13,6,6,7,7,5,3,3,5,6,7,5,6,3,3,2,8,1,5,4,5,5,5,12,11,9,11,3,3,5,2,5,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,2,0,3,2,3,0,3,10,3,1,1,3,2,2,3,7,3,7,10,5,4,14,13,5,4,9,9,9,7,7,8,12,3,3,3,7,2,7,4,2,6,3,2,7,9,7,13,6,10,12,12,8,10,5,4,8,3,3,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL ALBA IULIA","ALBA IULIA",1017,27,"LICEUL CU PROGRAM SPORTIV",U,1277,586,58,0,0,644,25,31,72,96,84,21,27,67,118,103,4,7,1,3,4,3,3,2,5,4,1,3,1,4,4,1,6,4,7,4,8,6,7,7,9,11,9,9,7,6,11,8,9,4,6,2,6,2,6,5,2,2,0,5,1,2,3,5,8,7,3,7,5,11,9,4,6,2,5,3,1,3,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,4,2,1,1,6,2,2,2,3,3,3,2,4,5,1,4,6,5,5,8,8,6,8,6,11,9,8,7,7,8,5,7,3,5,6,5,3,5,1,4,6,9,5,7,8,10,4,12,11,12,5,12,7,6,9,3,4,4,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL ALBA IULIA","ALBA IULIA",1017,28,"LICEUL CU PROGRAM SPORTIV",U,1393,685,79,0,0,764,32,33,59,137,101,27,18,72,152,133,4,2,6,6,4,7,3,4,6,4,2,3,4,1,6,1,2,4,7,8,6,12,4,5,4,6,3,5,10,12,8,9,6,2,11,11,6,11,8,7,6,3,7,5,5,2,3,3,6,8,1,9,9,3,9,7,4,1,4,5,6,0,4,1,3,3,5,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,2,3,2,4,3,1,2,0,2,0,2,5,1,3,2,4,7,9,4,5,13,4,2,10,14,10,7,3,12,9,3,8,6,8,9,12,10,10,3,2,2,10,6,10,12,11,7,5,11,8,7,14,7,5,11,4,8,6,7,5,4,3,1,1,0,2,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL ALBA IULIA","ALBA IULIA",1017,29,"LICEUL CU PROGRAM SPORTIV",U,912,412,70,0,0,482,20,28,35,82,59,16,26,51,84,81,3,2,3,3,5,2,2,3,2,3,1,5,2,4,2,2,4,3,5,3,4,5,3,2,3,6,1,7,4,7,11,4,1,5,4,8,2,2,2,9,3,3,1,2,4,2,1,3,3,3,5,7,9,3,6,3,4,4,2,2,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,0,3,4,4,4,1,3,1,2,1,2,7,1,4,7,5,5,6,10,1,3,4,6,5,2,3,6,3,4,1,5,3,5,7,6,4,6,3,2,6,4,5,4,2,5,6,11,3,5,12,15,4,4,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL ALBA IULIA","ALBA IULIA",1017,30,"BAZIN OLIMPIC",U,1061,459,50,0,0,509,10,14,60,73,69,9,19,50,111,94,3,0,2,1,1,0,3,0,0,1,2,1,2,3,0,2,3,6,3,9,10,7,3,4,4,7,7,2,5,7,5,1,8,6,0,5,4,4,7,3,2,1,1,1,3,1,7,6,6,7,3,9,7,5,10,0,7,3,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,2,0,4,3,2,2,1,1,1,2,3,9,7,4,5,4,2,5,5,4,5,8,7,9,6,7,10,4,2,6,4,5,3,3,3,4,2,7,4,8,9,11,5,12,13,11,5,9,6,8,3,4,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL ALBA IULIA","ALBA IULIA",1017,31,"BAZIN OLIMPIC",U,1210,435,139,0,0,574,18,42,69,102,39,28,48,61,123,44,3,1,4,2,2,3,3,0,8,4,2,6,8,6,3,1,4,5,6,8,9,10,11,5,9,3,3,7,11,6,4,4,3,5,2,5,6,6,5,10,5,5,4,3,2,3,6,8,4,2,6,3,6,0,3,3,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,2,2,3,6,4,6,3,7,3,1,5,4,4,3,12,4,5,12,9,2,2,5,7,8,7,8,6,8,7,8,5,1,6,5,2,9,6,6,6,4,6,9,7,8,6,10,7,4,2,4,3,3,3,0,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL ALBA IULIA","ALBA IULIA",1017,32,"STADION MUNICIPAL „CETATE”",U,1311,640,77,0,0,717,18,31,91,106,100,11,38,97,139,86,2,6,2,1,0,3,4,3,3,1,2,3,3,3,5,3,5,6,8,10,8,9,6,13,11,11,9,7,9,9,3,9,3,4,3,2,4,7,6,1,4,5,2,2,3,9,14,16,15,12,10,7,0,5,5,6,5,3,2,5,5,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,1,1,1,4,3,4,4,3,5,2,5,5,3,8,11,11,11,15,12,6,2,9,12,7,4,7,8,6,7,2,4,5,4,6,7,6,1,8,5,11,17,14,10,11,10,7,8,8,3,4,7,5,5,4,3,1,4,1,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL ALBA IULIA","ALBA IULIA",1017,33,"GRĂDINIȚA CU PROGRAM NORMAL NR. 10",U,1673,696,36,0,0,732,24,38,83,135,66,25,55,84,158,64,4,4,2,3,3,4,4,0,2,3,5,2,4,5,5,8,4,3,8,11,11,8,11,4,8,8,11,9,5,8,6,9,6,6,6,7,8,8,5,8,5,7,5,9,8,6,4,11,8,4,7,6,2,6,5,3,5,3,0,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,3,1,5,2,3,3,8,6,0,3,6,1,12,13,6,11,10,4,6,14,7,6,8,12,6,7,7,8,10,7,11,2,3,5,8,9,6,7,11,11,10,12,11,7,10,7,4,8,8,3,3,3,2,3,3,1,2,0,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL ALBA IULIA","ALBA IULIA",1017,34,"GRĂDINIŢA CU PROGRAM NORMAL NR. 10",U,1444,568,57,0,0,625,24,43,63,113,61,25,46,56,131,63,5,6,3,2,1,3,4,3,3,4,4,4,1,8,4,5,7,8,2,12,6,5,5,4,7,2,12,2,3,2,5,6,9,2,7,5,9,6,10,17,4,3,6,4,3,5,5,5,13,7,7,4,6,3,5,3,2,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,4,5,2,5,1,4,3,3,3,6,5,6,8,7,8,4,5,7,4,6,6,3,7,6,7,6,5,3,5,11,6,3,9,5,15,11,10,3,3,6,5,3,7,8,5,6,8,3,7,8,4,4,3,1,2,2,1,2,0,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL ALBA IULIA","ALBA IULIA",1017,35,"COLEGIUL TEHNIC „DORIN PAVEL” ȘCOALA GENERALĂ NR. 9",U,1451,746,90,0,1,837,28,36,106,147,68,23,39,121,140,129,6,6,3,0,5,3,5,3,4,2,5,5,3,7,1,4,2,7,13,7,8,7,18,12,10,11,13,14,9,9,10,14,9,8,6,7,7,7,6,13,3,2,3,5,7,0,8,10,6,3,6,5,4,1,8,5,5,4,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,3,1,5,2,4,1,6,4,2,2,5,2,5,8,9,19,10,8,11,12,14,9,13,16,8,9,6,11,10,9,6,4,6,5,7,4,10,9,3,3,8,8,6,8,12,10,9,8,10,10,11,8,8,7,9,3,3,4,1,3,2,2,4,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL ALBA IULIA","ALBA IULIA",1017,36,"COLEGIUL TEHNIC „DORIN PAVEL”",U,1423,639,114,0,0,753,24,73,109,114,52,20,91,92,129,49,4,4,2,5,3,2,4,3,3,5,10,7,5,8,10,9,13,12,12,13,8,13,13,13,5,12,8,7,10,9,5,6,3,8,9,8,7,3,4,4,1,5,6,3,3,8,5,8,10,8,4,5,6,2,2,0,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,3,5,3,6,6,7,10,13,9,10,9,11,10,11,16,8,10,10,12,8,7,4,6,9,6,1,9,9,6,5,5,2,5,2,12,4,8,6,7,14,6,7,6,4,6,3,7,8,2,1,4,0,3,3,2,0,0,1,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL ALBA IULIA","ALBA IULIA",1017,37,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 16",U,1516,658,177,0,0,835,29,61,96,149,77,37,62,72,175,77,4,5,5,4,4,3,4,2,8,5,6,3,6,9,5,6,11,10,13,11,12,9,11,7,9,7,7,3,7,6,8,11,8,6,5,9,11,7,10,7,3,8,8,7,8,9,8,12,7,8,9,7,7,8,3,5,5,2,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,7,4,6,9,3,7,4,10,4,6,5,11,4,8,12,6,6,12,4,11,5,6,3,7,4,9,8,8,5,12,6,7,9,11,10,9,11,9,16,11,8,10,5,7,16,7,10,9,11,5,3,3,3,5,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL ALBA IULIA","ALBA IULIA",1017,38,"COLEGIUL TEHNIC „ALEXANDRU DOMȘA”",U,1440,663,74,0,0,737,29,42,92,142,54,31,51,86,159,51,1,8,6,3,6,2,3,8,2,9,4,2,3,3,3,4,4,6,11,8,19,9,11,5,8,5,10,9,5,9,10,5,5,12,8,7,5,8,6,9,4,2,3,8,9,13,5,11,9,3,10,2,4,4,1,0,2,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,4,3,5,2,3,3,1,7,2,6,2,4,7,9,10,7,7,9,12,7,9,6,11,10,8,11,14,8,6,7,7,6,6,4,7,9,11,16,6,4,7,8,7,5,10,7,9,6,6,3,1,2,3,4,5,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL ALBA IULIA","ALBA IULIA",1017,39,"COLEGIUL TEHNIC „ALEXANDRU DOMȘA”",U,1478,620,62,0,0,682,23,48,85,121,62,36,43,62,146,56,2,2,5,2,4,1,7,5,6,10,5,0,4,5,5,2,6,5,11,7,8,9,13,10,6,10,6,7,9,7,4,3,2,6,9,3,3,9,14,6,4,5,6,9,4,6,5,7,5,11,8,6,5,3,4,2,3,2,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9,3,4,4,5,4,3,3,1,3,3,10,7,4,5,3,6,7,9,9,6,7,6,7,2,8,8,7,3,7,6,4,7,7,7,5,7,14,7,10,5,4,12,9,9,5,11,9,4,9,6,5,2,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL ALBA IULIA","ALBA IULIA",1017,40,"COLEGIUL TEHNIC „ALEXANDRU DOMȘA”",U,1312,537,29,0,0,566,18,36,58,109,44,17,40,65,129,50,1,3,3,2,4,1,4,0,5,5,1,1,5,2,5,4,8,5,6,4,5,4,10,4,9,4,7,8,5,6,8,7,3,6,4,5,5,8,6,6,4,1,8,3,3,6,7,8,3,8,3,3,3,2,4,2,4,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,3,2,1,4,3,5,3,0,2,2,7,8,7,3,6,10,10,6,8,8,3,4,4,6,11,4,6,4,5,13,6,7,2,8,9,7,4,3,6,4,5,8,9,8,4,5,6,6,2,6,4,3,5,1,2,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL ALBA IULIA","ALBA IULIA",1017,41,"FLORIDA GOLD SRL",U,1501,841,60,0,0,901,29,49,95,188,69,31,57,107,206,70,4,7,2,4,3,2,7,3,3,3,2,8,3,6,6,9,6,6,9,8,11,11,7,8,13,13,9,13,10,11,13,16,12,15,9,7,11,14,6,9,6,5,7,8,5,4,7,2,4,9,2,7,8,4,2,7,4,7,2,3,2,0,2,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,2,6,1,2,4,3,5,2,8,9,7,5,4,5,9,7,16,14,8,9,12,11,12,8,10,7,19,15,9,14,14,11,19,9,9,10,16,9,9,4,6,6,7,4,9,2,5,10,7,6,11,4,4,2,7,3,4,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL ALBA IULIA","ALBA IULIA",1017,43,"GRĂDINIŢA CU PROGRAM NORMAL NR. 5 PARTOŞ",U,850,441,32,0,1,474,19,29,40,87,64,17,18,31,97,72,3,3,2,1,4,5,1,1,5,2,2,2,2,1,2,4,8,3,4,3,3,3,6,6,5,4,3,2,4,2,4,9,5,7,3,7,2,3,6,5,6,3,2,4,3,6,4,6,3,6,7,3,11,7,9,4,1,2,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,3,3,2,3,1,3,1,1,1,2,2,4,1,2,4,5,4,3,3,3,1,3,4,1,9,3,3,6,2,8,3,3,4,6,6,5,10,4,3,4,4,4,6,4,6,5,9,6,6,3,7,5,4,2,1,0,5,1,1,2,1,2,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL ALBA IULIA","ALBA IULIA",1017,44,"CĂMINUL PENTRU PERSOANE VÂRSTNICE",U,1262,694,111,0,0,805,40,42,74,147,99,29,52,75,158,89,8,4,7,6,7,4,4,2,6,2,4,4,3,5,8,5,3,7,5,8,9,5,9,3,6,12,10,10,3,9,9,13,15,4,9,4,9,11,11,11,4,4,6,4,5,1,5,2,4,7,7,10,5,4,7,13,4,4,7,3,4,3,1,2,1,2,1,1,3,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,5,2,3,5,1,8,4,2,4,4,4,6,6,3,11,7,6,2,9,8,9,8,8,11,7,9,8,14,16,7,5,13,10,8,10,9,6,13,4,3,2,5,4,6,6,2,7,1,5,8,4,7,7,11,3,5,3,0,1,0,1,4,2,4,2,2,1,2,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL ALBA IULIA",BĂRĂBANŢ,1017,45,"GRĂDINIŢA CU PROGRAM NORMAL BĂRĂBANŢ",U,1024,495,45,0,0,540,20,36,50,106,66,14,36,43,104,65,3,1,5,5,3,2,1,4,2,3,4,5,6,2,1,2,7,7,5,5,4,4,6,2,3,7,7,11,11,3,6,3,7,7,3,3,4,6,6,3,3,6,3,8,6,3,4,6,5,5,4,6,12,4,4,4,3,4,3,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,1,3,1,3,5,2,2,3,4,0,1,4,12,4,4,4,2,2,6,4,7,5,5,7,3,6,9,5,8,3,3,4,0,5,5,7,3,4,9,4,4,7,8,7,8,8,6,10,5,1,4,4,3,1,3,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL ALBA IULIA",BĂRĂBANŢ,1017,46,"GRĂDINIŢA CU PROGRAM NORMAL BĂRĂBANŢ",U,1286,614,20,0,0,634,17,39,66,117,72,21,42,68,123,69,3,1,5,4,0,1,3,3,0,3,4,3,6,4,3,6,7,7,11,9,6,5,7,7,4,4,6,8,9,6,6,4,7,4,4,6,6,6,7,9,3,4,5,7,5,7,4,5,8,6,3,8,4,8,3,4,6,6,1,2,1,1,0,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,1,1,4,4,3,3,4,4,3,4,3,4,6,8,8,7,15,9,4,4,7,4,4,6,7,7,4,8,8,6,4,4,7,7,5,5,12,7,5,6,2,6,4,9,6,5,6,3,5,8,7,8,3,4,4,0,1,2,3,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
